OfferID,OrderID,OfferName,OfferType,DiscountAmount,SalesGenerated,RedemptionRate,ROI,OfferDate,Status
OFFER02589,ORD004250,10% Off using SBI Cards,Bank Offer,52.1,1759.33,63.1,2.4,20-02-2026 21:48,Active
OFFER02590,ORD004251,Flat 5% Off,Discount,113.89,607.74,68.2,4.69,01-02-2026 07:57,Active
OFFER02591,ORD004253,Get â‚¹50 Cashback,Cashback,173.55,1299.76,36.2,4.97,21-03-2026 23:52,Upcoming
OFFER02592,ORD004254,Buy 1 Get 1 Free on Snacks,Buy 1 Get 1,116.71,594.28,32.8,2.56,01-06-2026 07:23,Active
OFFER02593,ORD004256,Buy 2 Get 1 Free,Buy 1 Get 1,55.45,602.15,45.5,4.1,06-06-2026 20:58,Active
OFFER02594,ORD004257,20% Cashback (Max â‚¹75),Cashback,166.51,1478.47,72.7,2.66,23-01-2026 12:02,Active
OFFER02595,ORD004258,Free Delivery on orders above â‚¹299,Free Delivery,70.05,1666.83,65.9,4.14,13-02-2026 08:00,Expired
OFFER02596,ORD004259,Free Delivery - Prime Member,Free Delivery,163.71,2351.11,43,2.55,07-03-2026 00:01,Active
OFFER02597,ORD004260,Flat 20% Off,Discount,159.39,1687.27,63.9,2.35,16-05-2026 08:18,Active
OFFER02598,ORD004262,BOGO on Beverages,Buy 1 Get 1,141.28,776.55,66.5,4.5,13-04-2026 05:07,Active
OFFER02599,ORD004264,10% Off using SBI Cards,Bank Offer,105.04,724.19,36.5,4.72,01-06-2026 02:57,Active
OFFER02600,ORD004265,â‚¹100 Off on ICICI Cards,Bank Offer,188.55,1912.86,73.6,4.24,07-05-2026 02:05,Active
OFFER02601,ORD004267,Flat â‚¹75 Off using HDFC Cards,Bank Offer,225.01,1774.8,55.4,4.58,07-03-2026 22:39,Active
OFFER02602,ORD004268,Get â‚¹50 Cashback,Cashback,125.58,408.9,73.6,3.14,16-03-2026 09:53,Expired
OFFER02603,ORD004270,Free Delivery on orders above â‚¹299,Free Delivery,69.87,1717.01,27.6,3.07,25-02-2026 09:33,Active
OFFER02604,ORD004272,Flat 20% Off,Discount,74.65,371.92,60.6,2.81,20-06-2026 08:59,Active
OFFER02605,ORD004274,Buy 2 Get 1 Free,Buy 1 Get 1,75.93,602.81,39.6,2.43,15-06-2026 22:07,Active
OFFER02606,ORD004276,Buy 2 Get 1 Free,Buy 1 Get 1,227.04,1981.8,51.2,4.26,19-04-2026 08:55,Expired
OFFER02607,ORD004277,Get â‚¹50 Cashback,Cashback,206.28,182.6,72,4.21,13-02-2026 02:16,Active
OFFER02608,ORD004278,Free Delivery on orders above â‚¹199,Free Delivery,90.13,547.66,46.4,3.6,07-02-2026 00:36,Expired
OFFER02609,ORD004279,Free Delivery on orders above â‚¹299,Free Delivery,111.53,2217.3,29.8,3.32,01-04-2026 13:14,Active
OFFER02610,ORD004281,Free Delivery on orders above â‚¹299,Free Delivery,87.43,1215.42,54.3,2.13,18-02-2026 05:58,Active
OFFER02611,ORD004283,Flat 5% Off,Discount,187.41,208.72,65.8,2.57,05-06-2026 10:51,Expired
OFFER02612,ORD004285,Free Delivery - Prime Member,Free Delivery,64.78,150.85,38.4,3.99,01-02-2026 06:56,Active
OFFER02613,ORD004287,Flat 5% Off,Discount,233.14,1559.79,69.9,3.74,09-05-2026 07:41,Expired
OFFER02614,ORD004289,Free Delivery on orders above â‚¹299,Free Delivery,59.68,706.28,49.7,2.29,05-06-2026 11:03,Expired
OFFER02615,ORD004291,Flat 15% Off,Discount,143.86,537.67,41.4,4.3,22-04-2026 05:01,Active
OFFER02616,ORD004294,Free Delivery - Prime Member,Free Delivery,206.43,403.18,66.5,2.87,24-04-2026 20:41,Active
OFFER02617,ORD004295,Flat 25% Off,Discount,49.08,1500.8,68.9,2.61,17-02-2026 12:32,Active
OFFER02618,ORD004297,10% Off using SBI Cards,Bank Offer,49.14,1855.94,49.2,3.24,09-07-2026 03:13,Active
OFFER02619,ORD004298,Flat 15% Off,Discount,171.29,1503.8,27.3,3.57,10-05-2026 04:45,Active
OFFER02620,ORD004303,5% Cashback on Axis Cards,Bank Offer,192.9,2045.64,74.4,2.14,12-04-2026 02:25,Active
OFFER02621,ORD004305,Flat 25% Off,Discount,121.46,1066.86,65.1,3.11,19-02-2026 04:49,Active
OFFER02622,ORD004306,Flat 20% Off,Discount,230.26,1277.57,66.8,3.09,27-03-2026 06:47,Expired
OFFER02623,ORD004307,Buy 1 Get 1 Free on Snacks,Buy 1 Get 1,201.93,2260.94,33.3,3.42,07-03-2026 20:02,Active
OFFER02624,ORD004308,Free Delivery on orders above â‚¹299,Free Delivery,179.01,1458.7,73.8,3.64,04-02-2026 10:40,Active
OFFER02625,ORD004309,Free Delivery on orders above â‚¹299,Free Delivery,168.12,2239.98,47.4,2.54,08-03-2026 08:51,Active
OFFER02626,ORD004310,â‚¹25 Cashback,Cashback,83.73,1989.95,58.7,4.55,24-03-2026 01:42,Upcoming
OFFER02627,ORD004311,BOGO on Beverages,Buy 1 Get 1,35.89,2208.13,26.1,4.55,29-06-2026 02:22,Expired
OFFER02628,ORD004313,Buy 1 Get 1 Free on Snacks,Buy 1 Get 1,128.38,725.79,74.4,3.76,02-04-2026 11:11,Expired
OFFER02629,ORD004315,â‚¹25 Cashback,Cashback,59.22,656.06,49,4.45,13-07-2026 20:20,Active
OFFER02630,ORD004316,Get â‚¹50 Cashback,Cashback,156.64,2234.05,61.7,4.03,25-03-2026 01:09,Active
OFFER02631,ORD004317,Flat 5% Off,Discount,16.88,1269.05,58.5,1.51,27-02-2026 03:42,Active
OFFER02632,ORD004318,Get â‚¹100 Cashback on next order,Cashback,179.23,901.82,38.5,4.5,04-05-2026 03:00,Active
OFFER02633,ORD004324,Free Delivery on orders above â‚¹199,Free Delivery,77.97,1640.8,28.5,4.98,14-05-2026 12:00,Active
OFFER02634,ORD004325,5% Cashback on Axis Cards,Bank Offer,142.36,816.87,52.5,3.81,02-04-2026 11:46,Active
OFFER02635,ORD004330,Buy 1 Get 1 Free on Snacks,Buy 1 Get 1,133.89,216.69,74.8,3.46,06-06-2026 23:33,Active
OFFER02636,ORD004333,Free Delivery on orders above â‚¹299,Free Delivery,11.22,1295.2,66.3,2.45,31-03-2026 22:37,Active
OFFER02637,ORD004334,Flat 15% Off,Discount,232.96,667.35,48.7,3.81,20-05-2026 01:15,Active
OFFER02638,ORD004335,Free Delivery - Prime Member,Free Delivery,247.08,954.74,34.4,1.58,13-02-2026 00:50,Active
OFFER02639,ORD004336,Free Delivery on orders above â‚¹199,Free Delivery,11.98,1293.37,45.4,4.85,16-06-2026 10:23,Upcoming
OFFER02640,ORD004337,â‚¹100 Off on ICICI Cards,Bank Offer,179.06,168.98,31.9,4.78,16-06-2026 13:02,Active
OFFER02641,ORD004339,Free Delivery on orders above â‚¹199,Free Delivery,169.13,2271.88,36.7,3.86,16-06-2026 01:41,Upcoming
OFFER02642,ORD004340,Get â‚¹100 Cashback on next order,Cashback,188.22,2145.25,39.7,1.87,22-05-2026 06:03,Active
OFFER02643,ORD004342,Flat 20% Off,Discount,162.33,2028.94,26.3,1.84,03-02-2026 10:49,Active
OFFER02644,ORD004343,Flat 25% Off,Discount,122.41,1803.34,61,2.97,08-06-2026 09:54,Active
OFFER02645,ORD004344,Buy 2 Get 1 Free,Buy 1 Get 1,205.1,1976.83,37.4,4.38,30-03-2026 11:51,Active
OFFER02646,ORD004345,â‚¹100 Off on ICICI Cards,Bank Offer,173.48,442.83,43,3.21,03-04-2026 01:58,Active
OFFER02647,ORD004346,Flat â‚¹75 Off using HDFC Cards,Bank Offer,139.74,942.54,27.1,4.37,01-07-2026 20:55,Active
OFFER02648,ORD004347,â‚¹100 Off on ICICI Cards,Bank Offer,202.28,903.08,42.1,2.83,15-07-2026 09:30,Active
OFFER02649,ORD004348,Free Delivery on orders above â‚¹199,Free Delivery,220.55,1822.9,50.5,3.47,09-05-2026 03:42,Active
OFFER02650,ORD004349,Free Delivery on orders above â‚¹199,Free Delivery,245.64,953.12,43.1,4.65,23-02-2026 22:41,Active
OFFER02651,ORD004350,Buy 1 Get 1 Free on Snacks,Buy 1 Get 1,99.73,1744.55,48.1,2.5,29-03-2026 07:48,Expired
OFFER02652,ORD004351,Free Delivery on orders above â‚¹199,Free Delivery,152.49,1850.85,42.5,4.09,07-03-2026 05:10,Active
OFFER02653,ORD004352,BOGO on Beverages,Buy 1 Get 1,122.26,1341.71,70.3,1.76,13-07-2026 11:27,Active
OFFER02654,ORD004353,Flat 25% Off,Discount,119.19,1635.26,35,2.52,09-04-2026 11:19,Active
OFFER02655,ORD004355,â‚¹100 Off on ICICI Cards,Bank Offer,235.2,1007.37,37.3,2.28,27-03-2026 03:40,Active
OFFER02656,ORD004359,BOGO on Beverages,Buy 1 Get 1,151.55,1930.03,55.8,2.44,26-03-2026 09:22,Expired
OFFER02657,ORD004360,Free Delivery on orders above â‚¹299,Free Delivery,56.49,2149.98,35.5,1.75,04-02-2026 12:25,Active
OFFER02658,ORD004361,â‚¹25 Cashback,Cashback,57.57,1563.78,62.9,1.76,06-03-2026 04:53,Active
OFFER02659,ORD004362,Buy 2 Get 1 Free,Buy 1 Get 1,206.42,427.05,69.4,2.45,15-02-2026 05:26,Upcoming
OFFER02660,ORD004363,Buy 2 Get 1 Free,Buy 1 Get 1,225.41,659.3,54.3,1.74,22-01-2026 20:02,Upcoming
OFFER02661,ORD004366,Buy 2 Get 1 Free,Buy 1 Get 1,47.73,505.4,38.1,2.66,13-07-2026 19:36,Active
OFFER02662,ORD004367,Free Delivery - Prime Member,Free Delivery,242.32,400.32,28,3.17,07-03-2026 23:08,Active
OFFER02663,ORD004370,Free Delivery on orders above â‚¹299,Free Delivery,42.41,2415.53,67.9,3.51,24-01-2026 19:32,Active
OFFER02664,ORD004371,Buy 2 Get 1 Free,Buy 1 Get 1,196.76,458.47,48.1,4.23,21-02-2026 13:14,Active
OFFER02665,ORD004372,5% Cashback on Axis Cards,Bank Offer,168.12,1801.42,47.6,2.86,26-05-2026 20:14,Active
OFFER02666,ORD004377,â‚¹100 Off on ICICI Cards,Bank Offer,113.73,1084.2,29.7,2.39,21-03-2026 23:27,Active
OFFER02667,ORD004379,5% Cashback on Axis Cards,Bank Offer,109.11,1393.53,70.9,1.9,18-03-2026 23:23,Active
OFFER02668,ORD004381,Get â‚¹50 Cashback,Cashback,90.25,1543.35,44.1,3.13,19-03-2026 01:21,Expired
OFFER02669,ORD004382,10% Off using SBI Cards,Bank Offer,73.69,1296.69,41.6,3.32,18-07-2026 04:37,Active
OFFER02670,ORD004383,Flat 25% Off,Discount,187.12,286.41,37.7,2.97,23-06-2026 20:32,Active
OFFER02671,ORD004385,Flat 5% Off,Discount,15.62,1228.21,60.1,3.14,13-02-2026 05:09,Active
OFFER02672,ORD004386,Flat 5% Off,Discount,170.65,187.84,65,2.08,16-07-2026 13:19,Upcoming
OFFER02673,ORD004387,Flat 25% Off,Discount,94,988.2,54.6,3.51,04-02-2026 03:56,Expired
OFFER02674,ORD004388,20% Cashback (Max â‚¹75),Cashback,35.72,281.84,38.9,4.39,27-04-2026 08:37,Active
OFFER02675,ORD004390,5% Cashback on Axis Cards,Bank Offer,132.9,1689.76,29.8,2.1,06-05-2026 02:44,Expired
OFFER02676,ORD004391,Buy 2 Get 1 Free,Buy 1 Get 1,229.69,1899.07,73.4,3.37,22-06-2026 07:13,Expired
OFFER02677,ORD004392,Get â‚¹50 Cashback,Cashback,98.44,1537.65,56.9,4.47,13-06-2026 03:21,Active
OFFER02678,ORD004393,Buy 2 Get 1 Free,Buy 1 Get 1,245.8,1030.94,67,1.52,09-06-2026 04:25,Expired
OFFER02679,ORD004395,10% Off using SBI Cards,Bank Offer,125.56,649.65,40.5,4.42,08-03-2026 19:31,Active
OFFER02680,ORD004396,Free Delivery - Prime Member,Free Delivery,239.04,70.2,67.2,2.99,12-03-2026 19:29,Active
OFFER02681,ORD004397,Free Delivery - Prime Member,Free Delivery,125.96,821.64,62.8,3.78,29-05-2026 03:28,Active
OFFER02682,ORD004398,Flat 25% Off,Discount,134.64,1786.68,33.6,1.74,14-04-2026 03:33,Active
OFFER02683,ORD004400,Free Delivery on orders above â‚¹299,Free Delivery,57.53,259.03,59,2.14,23-02-2026 09:22,Active
OFFER02684,ORD004403,Flat â‚¹75 Off using HDFC Cards,Bank Offer,238.28,1737.05,38.7,2.93,17-05-2026 08:51,Active
OFFER02685,ORD004404,Free Delivery - Prime Member,Free Delivery,146.68,549.94,73.5,4.83,28-04-2026 20:37,Expired
OFFER02686,ORD004405,BOGO on Beverages,Buy 1 Get 1,95.78,1870.49,51.7,2.8,16-05-2026 03:20,Active
OFFER02687,ORD004407,Get â‚¹50 Cashback,Cashback,31.88,232.22,55.8,2.4,07-03-2026 03:28,Active
OFFER02688,ORD004408,Free Delivery - Prime Member,Free Delivery,38.28,2437.03,30,4.87,07-06-2026 07:35,Active
OFFER02689,ORD004410,20% Cashback (Max â‚¹75),Cashback,221.19,1676.4,33.7,3.35,02-05-2026 06:15,Expired
OFFER02690,ORD004412,Flat â‚¹75 Off using HDFC Cards,Bank Offer,216.53,286.44,40.4,2.27,22-05-2026 02:16,Active
OFFER02691,ORD004413,Buy 2 Get 1 Free,Buy 1 Get 1,113.93,2110.01,57.3,4.31,12-04-2026 04:54,Active
OFFER02692,ORD004414,Free Delivery on orders above â‚¹299,Free Delivery,173.72,2361.02,66.4,2.73,05-07-2026 10:29,Active
OFFER02693,ORD004416,Buy 1 Get 1 Free on Snacks,Buy 1 Get 1,238.43,2243.5,27.4,4.19,23-02-2026 02:52,Active
OFFER02694,ORD004417,BOGO on Beverages,Buy 1 Get 1,42.6,1363.2,67.2,4.65,03-02-2026 23:33,Active
OFFER02695,ORD004418,5% Cashback on Axis Cards,Bank Offer,119.48,1719.52,67.4,1.83,03-02-2026 11:41,Active
OFFER02696,ORD004419,Flat 25% Off,Discount,49.34,47.66,72.3,4.07,04-04-2026 21:56,Expired
OFFER02697,ORD004420,Free Delivery on orders above â‚¹299,Free Delivery,193.12,210.94,66.8,3.18,29-01-2026 10:03,Expired
OFFER02698,ORD004421,Free Delivery - Prime Member,Free Delivery,200.67,160.46,34.9,3.44,28-04-2026 09:13,Active
OFFER02699,ORD004428,20% Cashback (Max â‚¹75),Cashback,51.74,167.29,61,2.35,30-01-2026 11:05,Upcoming
OFFER02700,ORD004429,Flat 20% Off,Discount,81.32,1417.12,29.6,2.31,17-04-2026 09:17,Expired
OFFER02701,ORD004430,Free Delivery - Prime Member,Free Delivery,20.06,1440.86,46.9,1.84,22-02-2026 08:13,Active
OFFER02702,ORD004431,BOGO on Beverages,Buy 1 Get 1,111.58,2279.75,31.3,2.78,19-05-2026 11:38,Upcoming
OFFER02703,ORD004433,Buy 2 Get 1 Free,Buy 1 Get 1,15.51,1421.7,54,2.55,28-02-2026 13:25,Active
OFFER02704,ORD004434,Flat â‚¹75 Off using HDFC Cards,Bank Offer,202.79,36.78,44.2,3.69,26-02-2026 10:07,Active
OFFER02705,ORD004437,Buy 2 Get 1 Free,Buy 1 Get 1,127,1401.55,27.1,2.56,02-07-2026 07:01,Active
OFFER02706,ORD004438,â‚¹25 Cashback,Cashback,230.48,1089.86,69.6,1.61,18-03-2026 07:08,Active
OFFER02707,ORD004439,Free Delivery - Prime Member,Free Delivery,62.81,1391.41,74.3,4.43,11-04-2026 11:38,Active
OFFER02708,ORD004440,20% Cashback (Max â‚¹75),Cashback,155.02,828.6,55.2,2.16,02-07-2026 02:42,Expired
OFFER02709,ORD004443,5% Cashback on Axis Cards,Bank Offer,152.26,529.19,45.6,3.34,16-02-2026 03:44,Active
OFFER02710,ORD004445,Flat 15% Off,Discount,31.85,909.39,49.6,1.91,18-05-2026 23:10,Active
OFFER02711,ORD004446,10% Off using SBI Cards,Bank Offer,12.69,2187.61,60.1,3.48,29-06-2026 08:04,Active
OFFER02712,ORD004448,Free Delivery on orders above â‚¹299,Free Delivery,219.35,1633.47,31.8,1.58,20-04-2026 10:05,Active
OFFER02713,ORD004449,Buy 1 Get 1 Free on Snacks,Buy 1 Get 1,12.4,2322.09,25.9,2.28,08-06-2026 08:46,Active
OFFER02714,ORD004450,BOGO on Beverages,Buy 1 Get 1,191.82,2317.75,66.9,3.3,09-07-2026 07:16,Active
OFFER02715,ORD004451,Get â‚¹50 Cashback,Cashback,146.95,210.34,73.6,4.44,08-07-2026 22:18,Active
OFFER02716,ORD004452,â‚¹25 Cashback,Cashback,87.29,518.1,65.9,2.28,18-02-2026 06:16,Upcoming
OFFER02717,ORD004453,Flat 20% Off,Discount,164.03,2143.79,50.8,4.03,26-06-2026 21:00,Expired
OFFER02718,ORD004456,Free Delivery on orders above â‚¹199,Free Delivery,235.17,1449.8,55.6,1.53,02-04-2026 22:24,Active
OFFER02719,ORD004457,Buy 1 Get 1 Free on Snacks,Buy 1 Get 1,79.56,2244.05,52.3,4.95,01-03-2026 21:06,Active
OFFER02720,ORD004458,Buy 2 Get 1 Free,Buy 1 Get 1,128.47,897.27,32.6,2.59,15-07-2026 09:30,Active
OFFER02721,ORD004459,â‚¹25 Cashback,Cashback,54.52,786.98,63.4,2.03,08-07-2026 23:06,Active
OFFER02722,ORD004460,Free Delivery - Prime Member,Free Delivery,139,1378.18,60.7,2.64,19-02-2026 11:16,Upcoming
OFFER02723,ORD004463,20% Cashback (Max â‚¹75),Cashback,122.08,1539.11,57.1,2.87,29-06-2026 01:57,Active
OFFER02724,ORD004464,Free Delivery on orders above â‚¹199,Free Delivery,239.99,1587.13,71.8,3.78,27-01-2026 13:21,Active
OFFER02725,ORD004465,Buy 1 Get 1 Free on Snacks,Buy 1 Get 1,145.13,2019.28,68,4.29,17-07-2026 01:01,Expired
OFFER02726,ORD004466,Buy 1 Get 1 Free on Snacks,Buy 1 Get 1,228.15,1389.13,48.8,4.27,31-05-2026 12:17,Active
OFFER02727,ORD004470,Flat 25% Off,Discount,186.76,221.23,72.4,3.91,28-05-2026 02:51,Upcoming
OFFER02728,ORD004471,Flat 5% Off,Discount,16.78,847.19,35.8,3.45,28-01-2026 04:05,Expired
OFFER02729,ORD004472,Free Delivery on orders above â‚¹199,Free Delivery,175.18,1714.72,41.5,1.8,03-06-2026 23:27,Active
OFFER02730,ORD004473,Flat 5% Off,Discount,170.22,1856.96,30.2,2.92,19-02-2026 21:59,Active
OFFER02731,ORD004474,Get â‚¹50 Cashback,Cashback,197.4,2215.93,34.2,1.89,01-02-2026 11:14,Active
OFFER02732,ORD004475,Flat 20% Off,Discount,200.19,1554.92,25.3,3.11,01-06-2026 12:31,Active
OFFER02733,ORD004476,Flat 25% Off,Discount,190.4,322.82,30.2,1.5,16-05-2026 04:07,Expired
OFFER02734,ORD004477,Buy 2 Get 1 Free,Buy 1 Get 1,32.85,1275.58,63.6,2.86,16-07-2026 04:48,Active
OFFER02735,ORD004478,Get â‚¹100 Cashback on next order,Cashback,97.23,2285.14,57.5,4.64,23-05-2026 19:40,Expired
OFFER02736,ORD004479,Buy 1 Get 1 Free on Snacks,Buy 1 Get 1,199.13,2400.7,71.3,2.75,02-04-2026 04:22,Active
OFFER02737,ORD004481,5% Cashback on Axis Cards,Bank Offer,31.27,1787.82,33.7,2.2,05-06-2026 22:23,Active
OFFER02738,ORD004484,Free Delivery on orders above â‚¹199,Free Delivery,87.96,1093.85,44.8,4.36,28-01-2026 08:21,Active
OFFER02739,ORD004486,Flat 10% Off,Discount,157.91,1233.08,67.1,1.68,12-02-2026 06:21,Expired
OFFER02740,ORD004488,Buy 1 Get 1 Free on Snacks,Buy 1 Get 1,230.73,429.84,42.1,1.87,20-05-2026 09:16,Upcoming
OFFER02741,ORD004490,20% Cashback (Max â‚¹75),Cashback,63.99,698.14,45.8,2.01,16-04-2026 08:10,Active
OFFER02742,ORD004491,Get â‚¹50 Cashback,Cashback,98.11,1667.56,74.1,4.05,23-05-2026 10:46,Active
OFFER02743,ORD004492,Free Delivery on orders above â‚¹299,Free Delivery,70.12,2230.01,26.2,4.27,06-03-2026 03:32,Active
OFFER02744,ORD004493,Buy 2 Get 1 Free,Buy 1 Get 1,205.32,1795.56,49.9,4.54,16-07-2026 09:27,Active
OFFER02745,ORD004495,Free Delivery - Prime Member,Free Delivery,29.92,26.16,58.1,4.22,20-01-2026 23:39,Active
OFFER02746,ORD004499,Get â‚¹50 Cashback,Cashback,20.21,1151.56,54,1.88,05-05-2026 06:31,Active
OFFER02747,ORD004500,Flat â‚¹75 Off using HDFC Cards,Bank Offer,55.78,303.93,29.1,3.79,13-04-2026 20:43,Expired
OFFER02748,ORD004502,Flat 5% Off,Discount,71.57,1955.52,60.3,2.28,27-01-2026 03:27,Expired
OFFER02749,ORD004505,Buy 1 Get 1 Free on Snacks,Buy 1 Get 1,138.81,1172.77,30.2,3.31,05-05-2026 08:02,Active
OFFER02750,ORD004507,Buy 2 Get 1 Free,Buy 1 Get 1,12.09,2274.1,29.1,1.56,20-03-2026 04:37,Expired
OFFER02751,ORD004508,Free Delivery on orders above â‚¹299,Free Delivery,79.51,547.66,38.8,4.61,22-05-2026 20:13,Active
OFFER02752,ORD004509,Buy 2 Get 1 Free,Buy 1 Get 1,32.46,375.5,30.4,1.87,09-02-2026 22:07,Active
OFFER02753,ORD004510,Flat 10% Off,Discount,162.28,1635.97,62.7,3.19,02-06-2026 21:16,Expired
OFFER02754,ORD004512,Get â‚¹50 Cashback,Cashback,176.44,1131.51,60.9,2.02,26-05-2026 03:25,Active
OFFER02755,ORD004513,Buy 2 Get 1 Free,Buy 1 Get 1,180.76,781.59,39,2.6,26-05-2026 00:58,Expired
OFFER02756,ORD004514,Buy 1 Get 1 Free on Snacks,Buy 1 Get 1,60.15,1346.78,57,2.87,27-05-2026 22:23,Active
OFFER02757,ORD004515,â‚¹100 Off on ICICI Cards,Bank Offer,150.56,1255.51,65.7,4.44,26-03-2026 03:16,Active
OFFER02758,ORD004517,Buy 1 Get 1 Free on Snacks,Buy 1 Get 1,246.21,1823.53,69.9,1.84,01-05-2026 03:47,Active
OFFER02759,ORD004522,Free Delivery - Prime Member,Free Delivery,46.66,745.33,59.5,3.97,11-06-2026 10:13,Active
OFFER02760,ORD004523,Free Delivery on orders above â‚¹299,Free Delivery,213.52,272.41,28.7,3.56,18-06-2026 12:45,Active
OFFER02761,ORD004524,Free Delivery on orders above â‚¹199,Free Delivery,219.47,2377.28,57.6,1.92,23-03-2026 00:40,Active
OFFER02762,ORD004525,Free Delivery on orders above â‚¹299,Free Delivery,242.48,1562.76,26.7,2.2,19-05-2026 05:24,Expired
OFFER02763,ORD004527,Free Delivery - Prime Member,Free Delivery,150.38,2490.5,72.3,2.23,22-02-2026 10:06,Active
OFFER02764,ORD004528,Flat â‚¹75 Off using HDFC Cards,Bank Offer,211.17,2469.14,38.9,4.31,04-04-2026 05:38,Active
OFFER02765,ORD004531,â‚¹100 Off on ICICI Cards,Bank Offer,124.08,728.39,28.4,3.76,27-04-2026 02:54,Active
OFFER02766,ORD004532,Flat 20% Off,Discount,38.41,1492.61,64.4,4.69,04-02-2026 21:31,Active
OFFER02767,ORD004533,BOGO on Beverages,Buy 1 Get 1,67.78,2084.47,53.6,1.92,18-07-2026 01:37,Active
OFFER02768,ORD004534,Free Delivery on orders above â‚¹299,Free Delivery,127.2,1568.06,32.7,3.09,02-04-2026 01:55,Active
OFFER02769,ORD004535,BOGO on Beverages,Buy 1 Get 1,47.28,2357.11,70.9,4.81,06-07-2026 09:18,Active
OFFER02770,ORD004537,Buy 1 Get 1 Free on Snacks,Buy 1 Get 1,127.48,382.63,71.6,2.08,06-04-2026 04:31,Active
OFFER02771,ORD004539,10% Off using SBI Cards,Bank Offer,208.81,714.87,52.5,2.5,09-05-2026 03:17,Active
OFFER02772,ORD004541,Flat 20% Off,Discount,43.86,1726.35,40,4.27,19-04-2026 06:01,Active
OFFER02773,ORD004545,BOGO on Beverages,Buy 1 Get 1,195.77,1588,67.7,2.4,28-04-2026 20:02,Active
OFFER02774,ORD004547,Buy 2 Get 1 Free,Buy 1 Get 1,43.34,2369.61,68.8,1.61,28-02-2026 23:57,Expired
OFFER02775,ORD004548,Free Delivery - Prime Member,Free Delivery,43.99,836.24,50.3,2.62,14-02-2026 23:42,Expired
OFFER02776,ORD004549,Buy 2 Get 1 Free,Buy 1 Get 1,125.44,2349.41,72.9,3.21,01-03-2026 23:23,Active
OFFER02777,ORD004550,5% Cashback on Axis Cards,Bank Offer,67.89,1036.88,51.1,3.98,26-01-2026 05:07,Active
OFFER02778,ORD004552,Get â‚¹50 Cashback,Cashback,154.05,190.22,62.8,1.88,29-03-2026 09:42,Upcoming
OFFER02779,ORD004554,5% Cashback on Axis Cards,Bank Offer,243.3,746.84,33.3,3.93,13-03-2026 03:06,Active
OFFER02780,ORD004556,Buy 2 Get 1 Free,Buy 1 Get 1,50.14,2194.63,38.1,4.78,02-03-2026 22:42,Expired
OFFER02781,ORD004557,Flat 25% Off,Discount,45.08,399.47,73.3,1.6,08-03-2026 19:54,Active
OFFER02782,ORD004560,Flat 15% Off,Discount,164.64,2314.76,37.7,4.99,25-05-2026 20:33,Active
OFFER02783,ORD004562,Get â‚¹100 Cashback on next order,Cashback,86.67,310.02,55.7,4.83,17-07-2026 03:13,Active
OFFER02784,ORD004563,Flat 15% Off,Discount,249.55,1516.7,30.6,1.73,04-03-2026 01:52,Active
OFFER02785,ORD004564,â‚¹100 Off on ICICI Cards,Bank Offer,239.89,1152.18,70,4.88,24-02-2026 20:28,Active
OFFER02786,ORD004565,Get â‚¹50 Cashback,Cashback,36.65,988.38,49,2.35,28-02-2026 00:07,Active
OFFER02787,ORD004568,BOGO on Beverages,Buy 1 Get 1,217.01,293.53,29.9,3.25,06-06-2026 09:53,Expired
OFFER02788,ORD004570,5% Cashback on Axis Cards,Bank Offer,46.69,1228.49,68.2,4.6,22-01-2026 12:21,Active
OFFER02789,ORD004571,BOGO on Beverages,Buy 1 Get 1,185.14,1532.44,75,4.62,05-05-2026 10:28,Active
OFFER02790,ORD004572,Free Delivery on orders above â‚¹199,Free Delivery,153.56,1120.74,36.2,3.63,31-01-2026 08:15,Active
OFFER02791,ORD004575,Free Delivery on orders above â‚¹299,Free Delivery,245.19,1671.83,56.2,2.36,19-07-2026 01:25,Active
OFFER02792,ORD004576,Flat 25% Off,Discount,186.85,471.57,43.4,1.65,24-01-2026 20:25,Expired
OFFER02793,ORD004578,Buy 1 Get 1 Free on Snacks,Buy 1 Get 1,184.75,1054.85,58.8,1.92,22-04-2026 01:59,Active
OFFER02794,ORD004579,BOGO on Beverages,Buy 1 Get 1,79.74,1737.29,27.3,4.66,20-02-2026 11:26,Active
OFFER02795,ORD004581,Free Delivery - Prime Member,Free Delivery,34.96,399.98,36.4,3.78,23-03-2026 12:36,Active
OFFER02796,ORD004582,â‚¹25 Cashback,Cashback,80.99,1239.07,55.8,3.34,19-07-2026 02:41,Active
OFFER02797,ORD004583,Get â‚¹50 Cashback,Cashback,248.7,1647.28,49.5,4.21,15-04-2026 07:56,Active
OFFER02798,ORD004585,10% Off using SBI Cards,Bank Offer,66.73,1715.35,36,4.11,27-03-2026 08:30,Expired
OFFER02799,ORD004586,Get â‚¹50 Cashback,Cashback,154.09,678.14,32.9,2.71,10-06-2026 05:43,Active
OFFER02800,ORD004588,Flat 10% Off,Discount,80.62,1154.01,60.3,2.22,15-06-2026 04:04,Expired
OFFER02801,ORD004589,Get â‚¹50 Cashback,Cashback,209.71,1075.73,70.9,2.5,29-01-2026 22:36,Active
OFFER02802,ORD004590,Flat 5% Off,Discount,30.1,922.24,37.5,4.72,16-02-2026 03:57,Active
OFFER02803,ORD004592,10% Off using SBI Cards,Bank Offer,46.67,1190.37,28.9,3.49,20-05-2026 11:00,Active
