OrderItemID,OrderID,ProductID,ProductName,Category,Quantity,PricePerUnit,ItemTotal
ITEM001560,ORD000449,PROD00252,24 Mantra Premium Wheat Flour 1pc,Atta & Grains,2,272.13,544.26
ITEM001561,ORD000449,PROD00554,Dhara Fresh Sauces 500g,Oil & Masalas,2,35.63,71.26
ITEM001562,ORD000449,PROD00336,Dove Sanitizer 5kg,Personal Care,2,265.15,530.31
ITEM001563,ORD000449,PROD00254,Organic India Fresh Fresh Vegetables 10pcs,Fruits & Vegetables,1,494.35,494.35
ITEM001564,ORD000449,PROD00802,Fresho Organic Exotic Fruits 5kg,Fruits & Vegetables,1,611.32,611.32
ITEM001565,ORD000450,PROD00147,Patanjali Premium Sanitizer 500ml,Personal Care,1,173.36,173.36
ITEM001566,ORD000450,PROD00059,Harpic Fresh Cleaning Supplies 6pcs,Household,1,384.66,384.66
ITEM001567,ORD000450,PROD00579,Harvest Gold Organic Buns 250g,Bakery & Bread,1,389.43,389.43
ITEM001568,ORD000450,PROD00330,Saffola Sauces 5pcs,Oil & Masalas,1,797.86,797.86
ITEM001569,ORD000451,PROD00457,Nestle Baby Food 1kg,Baby Care,1,146.31,146.31
ITEM001570,ORD000451,PROD00656,Whiskas Pet Food 6pcs,Pet Care,1,166.85,166.85
ITEM001571,ORD000451,PROD00571,Whiskas Fresh Pet Accessories 1kg,Pet Care,1,174.18,174.18
ITEM001572,ORD000451,PROD00055,Haldiram Organic Chips 5kg,Snacks & Munchies,1,92.37,92.37
ITEM001573,ORD000451,PROD00259,Pampers Premium Baby Oil 100ml,Baby Care,2,19.42,38.85
ITEM001574,ORD000452,PROD00217,Lux Premium Soap 500ml,Personal Care,1,179.84,179.84
ITEM001575,ORD000452,PROD00726,Aashirvaad Fresh Rice 10pcs,Atta & Grains,2,961.5,1922.99
ITEM001576,ORD000453,PROD00147,Patanjali Premium Sanitizer 500ml,Personal Care,1,98.9,98.9
ITEM001577,ORD000453,PROD00422,Bikaji Fresh Namkeen 200ml,Snacks & Munchies,1,61.26,61.26
ITEM001578,ORD000453,PROD00255,Bikaji Organic Chocolates 5pcs,Snacks & Munchies,1,3.43,3.43
ITEM001579,ORD000453,PROD00804,Tata Tea Organic Coffee 1kg,Beverages,3,31.28,93.84
ITEM001580,ORD000453,PROD00105,Red Bull Organic Juices 1pc,Beverages,1,5.39,5.39
ITEM001581,ORD000454,PROD00464,Mother Dairy Premium Curd/Yogurt 100g,Dairy & Eggs,1,78.95,78.95
ITEM001582,ORD000454,PROD00004,India Gate Organic Spices 200ml,Atta & Grains,1,211.39,211.39
ITEM001583,ORD000455,PROD00342,Nestle Premium Baby Oil 10pcs,Baby Care,1,1476.62,1476.62
ITEM001584,ORD000456,PROD00122,Purepet Premium Pet Food 100ml,Pet Care,3,49.71,149.13
ITEM001585,ORD000456,PROD00015,Windsor Premium Rusk 100ml,Bakery & Bread,1,517.97,517.97
ITEM001586,ORD000456,PROD00041,Dodla Premium Paneer 250g,Dairy & Eggs,1,261.72,261.72
ITEM001587,ORD000456,PROD00259,Pampers Premium Baby Oil 100ml,Baby Care,2,269.28,538.55
ITEM001588,ORD000456,PROD00136,All Out Premium Mosquito Repellent 500g,Household,1,408.89,408.89
ITEM001589,ORD000457,PROD00689,Parle Fresh Candies 500g,Snacks & Munchies,1,207.96,207.96
ITEM001590,ORD000457,PROD00984,Amul Butter 12pcs,Dairy & Eggs,2,99,198.01
ITEM001591,ORD000458,PROD00427,Organic India Fresh Fresh Vegetables 1kg,Fruits & Vegetables,1,177.67,177.67
ITEM001592,ORD000458,PROD00679,Fortune Organic Sauces 10pcs,Oil & Masalas,1,321.06,321.06
ITEM001593,ORD000458,PROD00710,Gerber Fresh Diapers 500ml,Baby Care,3,39.08,117.25
ITEM001594,ORD000458,PROD00582,Pampers Baby Wipes 10pcs,Baby Care,1,121.47,121.47
ITEM001595,ORD000458,PROD00174,Pepsi Premium Coffee 1kg,Beverages,3,82.19,246.57
ITEM001596,ORD000458,PROD00411,Nandini Cream 5pcs,Dairy & Eggs,1,481.61,481.61
ITEM001597,ORD000459,PROD00352,Lux Premium Toothpaste 250ml,Personal Care,1,333.98,333.98
ITEM001598,ORD000459,PROD00678,Whiskas Organic Pet Accessories 250g,Pet Care,1,268.27,268.27
ITEM001599,ORD000459,PROD00707,Colgate Toothpaste 500ml,Personal Care,1,268.38,268.38
ITEM001600,ORD000459,PROD00322,Pedigree Organic Pet Accessories 12pcs,Pet Care,1,432.27,432.27
ITEM001601,ORD000459,PROD00356,MTR Spices 1pc,Atta & Grains,1,279.43,279.43
ITEM001602,ORD000459,PROD00288,Pringles Fresh Candies 500ml,Snacks & Munchies,3,187.98,563.93
ITEM001603,ORD000460,PROD00747,Pringles Fresh Namkeen 500g,Snacks & Munchies,3,127.69,383.07
ITEM001604,ORD000460,PROD00655,Red Bull Organic Health Drinks 1L,Beverages,1,1419.32,1419.32
ITEM001605,ORD000461,PROD00086,Country Delight Premium Fresh Vegetables 12pcs,Fruits & Vegetables,1,61.51,61.51
ITEM001606,ORD000461,PROD00262,Nandini Fresh Butter 1kg,Dairy & Eggs,2,124.95,249.91
ITEM001607,ORD000461,PROD00156,Fresho Organic Organic Vegetables 1kg,Fruits & Vegetables,1,400.11,400.11
ITEM001608,ORD000462,PROD00117,Haldiram Premium Candies 200ml,Snacks & Munchies,1,136.07,136.07
ITEM001609,ORD000462,PROD00998,India Gate Spices 5pcs,Atta & Grains,1,422.25,422.25
ITEM001610,ORD000462,PROD00171,Haldiram Premium Candies 500g,Snacks & Munchies,3,61.91,185.72
ITEM001611,ORD000462,PROD00924,Johnson & Johnson Organic Diapers 12pcs,Baby Care,2,127.62,255.24
ITEM001612,ORD000462,PROD00998,India Gate Spices 5pcs,Atta & Grains,1,374.75,374.75
ITEM001613,ORD000462,PROD00918,Pampers Premium Baby Oil 6pcs,Baby Care,1,23.15,23.15
ITEM001614,ORD000463,PROD00770,Purepet Premium Pet Food 6pcs,Pet Care,1,268.75,268.75
ITEM001615,ORD000463,PROD00352,Lux Premium Toothpaste 250ml,Personal Care,1,517.42,517.42
ITEM001616,ORD000463,PROD00254,Organic India Fresh Fresh Vegetables 10pcs,Fruits & Vegetables,1,279.67,279.67
ITEM001617,ORD000463,PROD00028,Catch Organic Cooking Oil 100g,Oil & Masalas,1,283.46,283.46
ITEM001618,ORD000464,PROD00528,Country Delight Organic Exotic Fruits 500g,Fruits & Vegetables,1,485.17,485.17
ITEM001619,ORD000464,PROD00849,Britannia Fresh Cakes 1pc,Bakery & Bread,2,15.2,30.4
ITEM001620,ORD000464,PROD00418,Britannia Fresh Bread 1pc,Bakery & Bread,1,170.38,170.38
ITEM001621,ORD000464,PROD00568,Harvest Gold Premium Rusk 6pcs,Bakery & Bread,1,129.76,129.76
ITEM001622,ORD000464,PROD00162,Pringles Premium Chips 200ml,Snacks & Munchies,1,175.46,175.46
ITEM001623,ORD000464,PROD00389,Haldiram Organic Chips 2L,Snacks & Munchies,2,362.04,724.08
ITEM001624,ORD000465,PROD00743,Britannia Premium Rusk 500g,Bakery & Bread,1,297.32,297.32
ITEM001625,ORD000465,PROD00152,Fresho Premium Fresh Fruits 1kg,Fruits & Vegetables,1,1524.99,1524.99
ITEM001626,ORD000466,PROD00626,Dhara Fresh Cooking Oil 500g,Oil & Masalas,1,351.52,351.52
ITEM001627,ORD000466,PROD00551,Rin Premium Detergent 500ml,Household,1,56.53,56.53
ITEM001628,ORD000466,PROD00736,Britannia Organic Pastries 2kg,Bakery & Bread,1,442.24,442.24
ITEM001629,ORD000466,PROD00356,MTR Spices 1pc,Atta & Grains,1,626.76,626.76
ITEM001630,ORD000466,PROD00211,Country Delight Premium Exotic Fruits 1kg,Fruits & Vegetables,1,270.79,270.79
ITEM001631,ORD000467,PROD00251,Nestle Organic Diapers 250ml,Baby Care,1,427.79,427.79
ITEM001632,ORD000467,PROD00920,Lays Candies 1pc,Snacks & Munchies,1,339,339
ITEM001633,ORD000467,PROD00206,Colgate Organic Sanitizer 100g,Personal Care,1,41.35,41.35
ITEM001634,ORD000467,PROD00876,Catch Masalas 2kg,Oil & Masalas,1,340.71,340.71
ITEM001635,ORD000467,PROD00785,Fortune Fresh Spices 1kg,Atta & Grains,2,675.33,1350.67
ITEM001636,ORD000468,PROD00236,Ghadi Premium Air Fresheners 200ml,Household,1,657.2,657.2
ITEM001637,ORD000468,PROD00186,Real Premium Juices 1L,Beverages,1,335.69,335.69
ITEM001638,ORD000468,PROD00159,Harvest Gold Fresh Buns 1kg,Bakery & Bread,1,568.21,568.21
ITEM001639,ORD000468,PROD00468,Pedigree Fresh Pet Food 2L,Pet Care,3,171.63,514.9
ITEM001640,ORD000469,PROD00327,Pepsi Energy Drinks 250ml,Beverages,1,1023.97,1023.97
ITEM001641,ORD000469,PROD00572,Colgate Toothpaste 2L,Personal Care,1,218.42,218.42
ITEM001642,ORD000469,PROD00238,Coca Cola Fresh Juices 200ml,Beverages,1,744.8,744.8
ITEM001643,ORD000470,PROD00480,Britannia Buns 100g,Bakery & Bread,1,936.04,936.04
ITEM001644,ORD000471,PROD00160,Purepet Fresh Pet Food 100ml,Pet Care,1,185.6,185.6
ITEM001645,ORD000471,PROD00807,MDH Cooking Oil 2L,Oil & Masalas,3,131.93,395.8
ITEM001646,ORD000471,PROD00223,Fresho Exotic Fruits 5pcs,Fruits & Vegetables,1,156.89,156.89
ITEM001647,ORD000471,PROD00837,Saffola Organic Ghee 250g,Oil & Masalas,1,379.52,379.52
ITEM001648,ORD000471,PROD00604,Dhara Organic Sauces 2kg,Oil & Masalas,1,146.98,146.98
ITEM001649,ORD000472,PROD00876,Catch Masalas 2kg,Oil & Masalas,1,598.31,598.31
ITEM001650,ORD000472,PROD00656,Whiskas Pet Food 6pcs,Pet Care,1,523.5,523.5
ITEM001651,ORD000472,PROD00763,Bonnie Organic Cakes 100g,Bakery & Bread,1,265.44,265.44
ITEM001652,ORD000472,PROD00994,Good Knight Premium Mosquito Repellent 250ml,Household,1,204.9,204.9
ITEM001653,ORD000473,PROD00741,Local Farms Premium Organic Vegetables 10pcs,Fruits & Vegetables,1,315.54,315.54
ITEM001654,ORD000473,PROD00505,Drools Premium Pet Food 500g,Pet Care,1,73.99,73.99
ITEM001655,ORD000473,PROD00948,Windsor Fresh Bread 2kg,Bakery & Bread,1,298.39,298.39
ITEM001656,ORD000473,PROD00999,Nestle Organic Baby Food 100ml,Baby Care,1,94.23,94.23
ITEM001657,ORD000473,PROD00778,Tata Tea Premium Energy Drinks 500ml,Beverages,2,67.11,134.23
ITEM001658,ORD000473,PROD00082,Aashirvaad Fresh Millets 12pcs,Atta & Grains,1,252.37,252.37
ITEM001659,ORD000474,PROD00607,Amul Paneer 6pcs,Dairy & Eggs,1,181.97,181.97
ITEM001660,ORD000474,PROD00572,Colgate Toothpaste 2L,Personal Care,2,330.1,660.2
ITEM001661,ORD000474,PROD00865,Colgate Premium Toothpaste 2kg,Personal Care,1,645.84,645.84
ITEM001662,ORD000474,PROD00300,Bonnie Premium Bread 6pcs,Bakery & Bread,1,506.29,506.29
ITEM001663,ORD000474,PROD00452,Drools Pet Accessories 500ml,Pet Care,3,74.47,223.41
ITEM001664,ORD000475,PROD00527,Nestle Diapers 5kg,Baby Care,1,69.87,69.87
ITEM001665,ORD000475,PROD00157,Bonnie Cookies 250g,Bakery & Bread,1,116.5,116.5
ITEM001666,ORD000475,PROD00492,Fortune Organic Wheat Flour 100ml,Atta & Grains,1,141.23,141.23
ITEM001667,ORD000475,PROD00910,Nescafe Fresh Tea 100ml,Beverages,1,54.07,54.07
ITEM001668,ORD000476,PROD00287,Fresho Premium Fresh Vegetables 6pcs,Fruits & Vegetables,1,672.75,672.75
ITEM001669,ORD000476,PROD00541,Daawat Organic Pulses 200ml,Atta & Grains,1,551.02,551.02
ITEM001670,ORD000476,PROD00748,Real Organic Tea 100ml,Beverages,3,140.2,420.61
ITEM001671,ORD000476,PROD00393,Head & Shoulders Fresh Skincare 2kg,Personal Care,1,181.07,181.07
ITEM001672,ORD000477,PROD00970,Purepet Pet Accessories 6pcs,Pet Care,1,1260.38,1260.38
ITEM001673,ORD000477,PROD00029,Windsor Premium Buns 6pcs,Bakery & Bread,2,567.32,1134.65
ITEM001674,ORD000478,PROD00214,Organic India Premium Organic Vegetables 250g,Fruits & Vegetables,2,544.08,1088.16
ITEM001675,ORD000478,PROD00311,Pampers Premium Diapers 100ml,Baby Care,1,372.58,372.58
ITEM001676,ORD000478,PROD00712,Huggies Organic Diapers 5kg,Baby Care,1,95,95
ITEM001677,ORD000479,PROD00844,Tata Tea Premium Health Drinks 500ml,Beverages,1,1097.34,1097.34
ITEM001678,ORD000479,PROD00005,Dhara Cooking Oil 10pcs,Oil & Masalas,1,392.51,392.51
ITEM001679,ORD000479,PROD00186,Real Premium Juices 1L,Beverages,1,769.07,769.07
ITEM001680,ORD000480,PROD00711,English Oven Organic Bread 2kg,Bakery & Bread,1,24.35,24.35
ITEM001681,ORD000480,PROD00859,Cadbury Premium Namkeen 500ml,Snacks & Munchies,1,2.6,2.6
ITEM001682,ORD000480,PROD00163,Britannia Bread 2kg,Bakery & Bread,1,45.84,45.84
ITEM001683,ORD000480,PROD00711,English Oven Organic Bread 2kg,Bakery & Bread,1,24.3,24.3
ITEM001684,ORD000480,PROD00261,Haldiram Namkeen 500g,Snacks & Munchies,1,28,28
ITEM001685,ORD000480,PROD00300,Bonnie Premium Bread 6pcs,Bakery & Bread,1,27.45,27.45
ITEM001686,ORD000481,PROD00059,Harpic Fresh Cleaning Supplies 6pcs,Household,3,69.16,207.49
ITEM001687,ORD000481,PROD00276,Colin Premium Mosquito Repellent 2L,Household,3,24.91,74.74
ITEM001688,ORD000481,PROD00251,Nestle Organic Diapers 250ml,Baby Care,2,48,95.99
ITEM001689,ORD000482,PROD00499,Pedigree Pet Accessories 200ml,Pet Care,1,80.63,80.63
ITEM001690,ORD000482,PROD00770,Purepet Premium Pet Food 6pcs,Pet Care,1,158.29,158.29
ITEM001691,ORD000482,PROD00835,Colgate Organic Soap 100g,Personal Care,1,50.77,50.77
ITEM001692,ORD000482,PROD00711,English Oven Organic Bread 2kg,Bakery & Bread,1,165.94,165.94
ITEM001693,ORD000483,PROD00993,Heritage Fresh Curd/Yogurt 100ml,Dairy & Eggs,2,149.89,299.79
ITEM001694,ORD000483,PROD00099,Organic India Premium Fresh Fruits 250g,Fruits & Vegetables,2,62.28,124.55
ITEM001695,ORD000483,PROD00982,Gerber Premium Diapers 250g,Baby Care,1,1261.77,1261.77
ITEM001696,ORD000483,PROD00472,Everest Fresh Ghee 250g,Oil & Masalas,1,588.28,588.28
ITEM001697,ORD000484,PROD00451,Nescafe Organic Soft Drinks 250g,Beverages,1,427.41,427.41
ITEM001698,ORD000484,PROD00491,All Out Organic Mosquito Repellent 2L,Household,3,1.12,3.36
ITEM001699,ORD000484,PROD00978,24 Mantra Organic Pulses 250g,Atta & Grains,1,240.58,240.58
ITEM001700,ORD000484,PROD00177,Local Farms Fresh Exotic Fruits 1kg,Fruits & Vegetables,1,7.37,7.37
ITEM001701,ORD000484,PROD00777,Britannia Organic Rusk 500g,Bakery & Bread,2,231.77,463.54
ITEM001702,ORD000484,PROD00475,Country Delight Exotic Fruits 5kg,Fruits & Vegetables,1,44.29,44.29
ITEM001703,ORD000485,PROD00958,Dhara Fresh Masalas 200g,Oil & Masalas,2,28,56
ITEM001704,ORD000485,PROD00842,Harvest Gold Premium Cakes 5pcs,Bakery & Bread,1,52.67,52.67
ITEM001705,ORD000485,PROD00666,Heritage Premium Butter 250ml,Dairy & Eggs,2,2.07,4.14
ITEM001706,ORD000485,PROD00444,Harpic Cleaning Supplies 100ml,Household,1,7.62,7.62
ITEM001707,ORD000485,PROD00558,Local Farms Premium Fresh Fruits 12pcs,Fruits & Vegetables,2,31.88,63.75
ITEM001708,ORD000486,PROD00727,Lays Namkeen 1kg,Snacks & Munchies,2,36.14,72.28
ITEM001709,ORD000486,PROD00733,Bonnie Organic Rusk 1kg,Bakery & Bread,1,120.29,120.29
ITEM001710,ORD000486,PROD00385,Sunsilk Soap 200g,Personal Care,3,85.23,255.69
ITEM001711,ORD000486,PROD00428,Amul Paneer 5kg,Dairy & Eggs,1,62.47,62.47
ITEM001712,ORD000486,PROD00270,Country Delight Exotic Fruits 250g,Fruits & Vegetables,1,73.48,73.48
ITEM001713,ORD000486,PROD00471,Fortune Organic Ghee 5kg,Oil & Masalas,2,122.63,245.26
ITEM001714,ORD000487,PROD00451,Nescafe Organic Soft Drinks 250g,Beverages,1,661.9,661.9
ITEM001715,ORD000487,PROD00691,Patanjali Premium Soap 100ml,Personal Care,1,163.38,163.38
ITEM001716,ORD000487,PROD00377,All Out Cleaning Supplies 6pcs,Household,1,510.29,510.29
ITEM001717,ORD000487,PROD00124,Drools Pet Accessories 200ml,Pet Care,3,214.44,643.32
ITEM001718,ORD000488,PROD00324,Nestle Fresh Diapers 10pcs,Baby Care,1,605.53,605.53
ITEM001719,ORD000488,PROD00167,Tropicana Coffee 5pcs,Beverages,1,110.47,110.47
ITEM001720,ORD000488,PROD00126,Colin Fresh Cleaning Supplies 200ml,Household,3,120.71,362.12
ITEM001721,ORD000488,PROD00042,Rin Premium Air Fresheners 5kg,Household,1,432.75,432.75
ITEM001722,ORD000488,PROD00905,Catch Fresh Cooking Oil 1pc,Oil & Masalas,1,622.14,622.14
ITEM001723,ORD000489,PROD00086,Country Delight Premium Fresh Vegetables 12pcs,Fruits & Vegetables,1,197.52,197.52
ITEM001724,ORD000489,PROD00689,Parle Fresh Candies 500g,Snacks & Munchies,3,104.43,313.28
ITEM001725,ORD000489,PROD00705,Harvest Gold Fresh Buns 6pcs,Bakery & Bread,1,1151.38,1151.38
ITEM001726,ORD000489,PROD00553,Lux Fresh Skincare 5pcs,Personal Care,1,579.12,579.12
ITEM001727,ORD000489,PROD00930,Eastern Fresh Sauces 12pcs,Oil & Masalas,1,56.13,56.13
ITEM001728,ORD000490,PROD00159,Harvest Gold Fresh Buns 1kg,Bakery & Bread,1,2178.61,2178.61
ITEM001729,ORD000491,PROD00143,MTR Premium Millets 1kg,Atta & Grains,1,699.6,699.6
ITEM001730,ORD000491,PROD00210,Catch Cooking Oil 250g,Oil & Masalas,1,205.52,205.52
ITEM001731,ORD000491,PROD00668,Eastern Sauces 2kg,Oil & Masalas,2,216.96,433.93
ITEM001732,ORD000491,PROD00485,Pedigree Pet Accessories 250g,Pet Care,1,631.43,631.43
ITEM001733,ORD000491,PROD00151,Britannia Fresh Cookies 2L,Bakery & Bread,3,107.69,323.06
ITEM001734,ORD000491,PROD00942,Aashirvaad Fresh Pulses 2kg,Atta & Grains,1,31.85,31.85
ITEM001735,ORD000492,PROD00660,Tropicana Organic Coffee 5kg,Beverages,1,226.31,226.31
ITEM001736,ORD000492,PROD00993,Heritage Fresh Curd/Yogurt 100ml,Dairy & Eggs,2,97.67,195.34
ITEM001737,ORD000493,PROD00181,Purepet Organic Pet Accessories 10pcs,Pet Care,1,274.5,274.5
ITEM001738,ORD000493,PROD00288,Pringles Fresh Candies 500ml,Snacks & Munchies,1,250.59,250.59
ITEM001739,ORD000494,PROD00043,Real Soft Drinks 250ml,Beverages,3,86.49,259.47
ITEM001740,ORD000495,PROD00360,India Gate Organic Spices 100g,Atta & Grains,1,315.17,315.17
ITEM001741,ORD000495,PROD00532,Organic India Organic Exotic Fruits 1pc,Fruits & Vegetables,1,427.7,427.7
ITEM001742,ORD000495,PROD00890,Sunsilk Organic Soap 2kg,Personal Care,1,823.25,823.25
ITEM001743,ORD000496,PROD00511,Real Organic Tea 200g,Beverages,1,584.01,584.01
ITEM001744,ORD000496,PROD00844,Tata Tea Premium Health Drinks 500ml,Beverages,2,154.04,308.08
ITEM001745,ORD000496,PROD00605,Organic India Premium Fresh Fruits 250ml,Fruits & Vegetables,1,471.39,471.39
ITEM001746,ORD000496,PROD00650,Heritage Eggs 500g,Dairy & Eggs,1,326.77,326.77
ITEM001747,ORD000496,PROD00013,Parle Premium Namkeen 200ml,Snacks & Munchies,1,48.37,48.37
ITEM001748,ORD000496,PROD00512,MTR Pulses 12pcs,Atta & Grains,1,1.04,1.04
ITEM001749,ORD000497,PROD00903,Drools Pet Food 6pcs,Pet Care,2,254.82,509.65
ITEM001750,ORD000497,PROD00730,Whiskas Fresh Pet Accessories 2kg,Pet Care,1,10.67,10.67
ITEM001751,ORD000497,PROD00525,Mother Dairy Eggs 1kg,Dairy & Eggs,1,523.97,523.97
ITEM001752,ORD000497,PROD00206,Colgate Organic Sanitizer 100g,Personal Care,3,220.12,660.35
ITEM001753,ORD000498,PROD00723,Dhara Premium Sauces 500g,Oil & Masalas,1,27.09,27.09
ITEM001754,ORD000498,PROD01000,Nandini Organic Butter 100g,Dairy & Eggs,1,145.43,145.43
ITEM001755,ORD000498,PROD00352,Lux Premium Toothpaste 250ml,Personal Care,1,190.91,190.91
ITEM001756,ORD000498,PROD00281,Harvest Gold Fresh Cakes 100ml,Bakery & Bread,1,416.53,416.53
ITEM001757,ORD000498,PROD00635,Red Bull Coffee 500ml,Beverages,1,207.25,207.25
ITEM001758,ORD000498,PROD00046,Tropicana Juices 2kg,Beverages,1,99.19,99.19
ITEM001759,ORD000499,PROD00727,Lays Namkeen 1kg,Snacks & Munchies,1,43.74,43.74
ITEM001760,ORD000499,PROD00917,Windsor Fresh Cakes 100g,Bakery & Bread,1,649.66,649.66
ITEM001761,ORD000499,PROD00242,Heritage Milk 1L,Dairy & Eggs,1,486.44,486.44
ITEM001762,ORD000499,PROD00392,Mother Dairy Fresh Cream 12pcs,Dairy & Eggs,1,503.97,503.97
ITEM001763,ORD000499,PROD00779,India Gate Premium Pulses 5kg,Atta & Grains,2,245.78,491.56
ITEM001764,ORD000500,PROD00269,Rin Organic Detergent 10pcs,Household,1,277.7,277.7
ITEM001765,ORD000500,PROD00603,Nestle Baby Food 250ml,Baby Care,2,72.38,144.75
ITEM001766,ORD000500,PROD00018,Real Coffee 500ml,Beverages,1,18.64,18.64
ITEM001767,ORD000500,PROD00326,Good Knight Fresh Cleaning Supplies 1pc,Household,1,454.62,454.62
ITEM001768,ORD000501,PROD00790,Fortune Organic Wheat Flour 100ml,Atta & Grains,1,642.76,642.76
ITEM001769,ORD000501,PROD00234,Whiskas Fresh Pet Food 200g,Pet Care,3,105.3,315.89
ITEM001770,ORD000501,PROD00253,Whiskas Organic Pet Accessories 1pc,Pet Care,1,39.13,39.13
ITEM001771,ORD000501,PROD00376,Cadbury Fresh Candies 10pcs,Snacks & Munchies,1,480.84,480.84
ITEM001772,ORD000502,PROD00529,Windsor Fresh Bread 1kg,Bakery & Bread,3,15.59,46.78
ITEM001773,ORD000502,PROD00458,Amul Premium Cream 500g,Dairy & Eggs,2,55.33,110.65
ITEM001774,ORD000502,PROD00543,Daawat Premium Pulses 1L,Atta & Grains,1,71.03,71.03
ITEM001775,ORD000502,PROD00088,Pedigree Premium Pet Food 5pcs,Pet Care,1,20.8,20.8
ITEM001776,ORD000502,PROD00158,Organic India Fresh Fresh Fruits 1pc,Fruits & Vegetables,1,76.05,76.05
ITEM001777,ORD000503,PROD00312,Pedigree Organic Pet Food 500ml,Pet Care,3,462.66,1387.97
ITEM001778,ORD000503,PROD00511,Real Organic Tea 200g,Beverages,2,36.71,73.43
ITEM001779,ORD000503,PROD00980,Tata Tea Organic Juices 250ml,Beverages,1,944.84,944.84
ITEM001780,ORD000504,PROD00050,Brooke Bond Fresh Health Drinks 12pcs,Beverages,2,1026.62,2053.23
ITEM001781,ORD000505,PROD00214,Organic India Premium Organic Vegetables 250g,Fruits & Vegetables,1,565.73,565.73
ITEM001782,ORD000505,PROD00071,Heritage Fresh Curd/Yogurt 5pcs,Dairy & Eggs,1,8.92,8.92
ITEM001783,ORD000506,PROD00707,Colgate Toothpaste 500ml,Personal Care,1,486.41,486.41
ITEM001784,ORD000506,PROD00182,Patanjali Fresh Soap 10pcs,Personal Care,2,80.43,160.85
ITEM001785,ORD000506,PROD00992,English Oven Bread 10pcs,Bakery & Bread,1,370.08,370.08
ITEM001786,ORD000506,PROD00990,Nescafe Organic Energy Drinks 1pc,Beverages,2,25.1,50.19
ITEM001787,ORD000507,PROD00057,Saffola Ghee 1L,Oil & Masalas,1,65.15,65.15
ITEM001788,ORD000507,PROD00149,Fortune Premium Wheat Flour 12pcs,Atta & Grains,1,298.19,298.19
ITEM001789,ORD000507,PROD00001,Brooke Bond Tea 1pc,Beverages,2,174.5,348.99
ITEM001790,ORD000507,PROD00157,Bonnie Cookies 250g,Bakery & Bread,3,1.3,3.91
ITEM001791,ORD000507,PROD00473,Real Energy Drinks 2kg,Beverages,1,106.84,106.84
ITEM001792,ORD000508,PROD00504,Head & Shoulders Skincare 2kg,Personal Care,1,419.56,419.56
ITEM001793,ORD000508,PROD00952,Saffola Masalas 250g,Oil & Masalas,1,426.37,426.37
ITEM001794,ORD000508,PROD00178,Country Delight Organic Vegetables 200g,Fruits & Vegetables,1,394.78,394.78
ITEM001795,ORD000508,PROD00023,Milky Mist Organic Butter 500ml,Dairy & Eggs,1,5.28,5.28
ITEM001796,ORD000508,PROD00737,Fortune Organic Pulses 500ml,Atta & Grains,1,278.7,278.7
ITEM001797,ORD000509,PROD00365,Amul Premium Curd/Yogurt 5kg,Dairy & Eggs,1,288.01,288.01
ITEM001798,ORD000509,PROD00854,Daawat Organic Millets 5kg,Atta & Grains,1,356.16,356.16
ITEM001799,ORD000510,PROD00945,Catch Cooking Oil 2L,Oil & Masalas,3,155.79,467.36
ITEM001800,ORD000510,PROD00673,MTR Premium Rice 500ml,Atta & Grains,1,293.39,293.39
ITEM001801,ORD000510,PROD00991,Nescafe Fresh Tea 2kg,Beverages,1,633.47,633.47
ITEM001802,ORD000510,PROD00961,Local Farms Premium Fresh Vegetables 250ml,Fruits & Vegetables,2,275.47,550.93
ITEM001803,ORD000510,PROD00589,Tropicana Organic Coffee 250g,Beverages,3,148.73,446.19
ITEM001804,ORD000510,PROD00393,Head & Shoulders Fresh Skincare 2kg,Personal Care,2,39.73,79.46
ITEM001805,ORD000511,PROD00031,Amul Fresh Cream 250ml,Dairy & Eggs,1,298.35,298.35
ITEM001806,ORD000511,PROD00658,Nestle Premium Candies 250g,Snacks & Munchies,3,180.52,541.55
ITEM001807,ORD000511,PROD00974,MTR Organic Wheat Flour 250ml,Atta & Grains,1,137.33,137.33
ITEM001808,ORD000511,PROD00514,Lux Premium Toothpaste 200ml,Personal Care,2,146.47,292.95
ITEM001809,ORD000511,PROD00451,Nescafe Organic Soft Drinks 250g,Beverages,1,312.27,312.27
ITEM001810,ORD000512,PROD00444,Harpic Cleaning Supplies 100ml,Household,2,749.71,1499.42
ITEM001811,ORD000512,PROD00794,Surf Excel Organic Detergent 250ml,Household,1,698,698
ITEM001812,ORD000513,PROD00537,Rin Fresh Air Fresheners 2kg,Household,1,945.08,945.08
ITEM001813,ORD000513,PROD00670,Harvest Gold Bread 5kg,Bakery & Bread,1,1123.43,1123.43
ITEM001814,ORD000514,PROD00315,Colgate Shampoo 5pcs,Personal Care,1,405.4,405.4
ITEM001815,ORD000514,PROD00994,Good Knight Premium Mosquito Repellent 250ml,Household,1,498.52,498.52
ITEM001816,ORD000514,PROD00530,Organic India Fresh Fresh Fruits 200g,Fruits & Vegetables,3,16.93,50.79
ITEM001817,ORD000515,PROD00258,Fresho Premium Fresh Fruits 2L,Fruits & Vegetables,1,1843.77,1843.77
ITEM001818,ORD000516,PROD00305,All Out Fresh Cleaning Supplies 200g,Household,1,1682.36,1682.36
ITEM001819,ORD000517,PROD00702,Dhara Fresh Cooking Oil 10pcs,Oil & Masalas,1,589.84,589.84
